x,y,LATITUDE,LONGITUDE,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,LAST_UPDATED,PROVINCE_CODE,ENG_PROVINCE_NAME,FRE_PROVINCE_NAME,LOCAL_YEAR,LOCAL_MONTH,NORMAL_MEAN_TEMPERATURE,MEAN_TEMPERATURE,DAYS_WITH_VALID_MEAN_TEMP,MIN_TEMPERATURE,DAYS_WITH_VALID_MIN_TEMP,MAX_TEMPERATURE,DAYS_WITH_VALID_MAX_TEMP,NORMAL_PRECIPITATION,TOTAL_PRECIPITATION,DAYS_WITH_VALID_PRECIP,DAYS_WITH_PRECIP_GE_1MM,NORMAL_SNOWFALL,TOTAL_SNOWFALL,DAYS_WITH_VALID_SNOWFALL,SNOW_ON_GROUND_LAST_DAY,NORMAL_SUNSHINE,BRIGHT_SUNSHINE,DAYS_WITH_VALID_SUNSHINE,COOLING_DEGREE_DAYS,HEATING_DEGREE_DAYS
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1979.9,1979-09,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1979,9,,11.422222222222222,27,-2,27,29.5,30,,31.2,30,8,,0,30,,,,,0,177.6
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1979.10,1979-10,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1979,10,,6.903225806451613,31,-6.5,31,25,31,,39.8,31,6,,0,31,,,,,0,344
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1979.11,1979-11,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1979,11,,-3.592857142857143,14,-22.5,15,16.5,15,,42.5,30,4,,42.5,30,,,,,0,302.3
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1979.12,1979-12,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1979,12,,-7.716129032258064,31,-36,31,12,31,,34.6,31,4,,32.6,31,,,,,0,797.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1980.1,1980-01,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1980,1,,-15.23225806451613,31,-40,31,10.5,31,,14.2,31,4,,14.2,31,,,,,0,1030.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1980.2,1980-02,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1980,2,,-8.068965517241379,29,-29,29,11.5,29,,23.2,29,5,,23.2,29,,,,,0,756
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1980.3,1980-03,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1980,3,,-10.672727272727272,11,-33,12,9,11,,28,11,4,,28,11,,,,,0,315.4
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1980.5,1980-05,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1980,5,,11.164516129032258,31,-1.5,31,28,31,,89.2,31,8,,0,31,,,,,1.5,213.4
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1980.6,1980-06,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1980,6,,14.21,30,0,30,26,30,,267.3,30,20,,0,30,,,,,1.3,115
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1980.7,1980-07,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1980,7,,15.548387096774194,31,6,31,28,31,,55.2,31,13,,0,31,,,,,2.1,78.1
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1980.8,1980-08,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1980,8,,12.316129032258065,31,-0.5,31,26,31,,130,31,15,,0,31,0,,,,0,176.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1980.9,1980-09,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1980,9,,8.99655172413793,29,-1.5,30,26.5,29,,72.2,30,11,,0,30,0,,,,0,261.1
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1980.10,1980-10,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1980,10,,6.573076923076923,26,-8,28,27,27,,20.8,31,2,,10.2,31,,,,,0,297.1
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1980.11,1980-11,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1980,11,,0.5533333333333333,30,-20,30,20,30,,3.4,30,2,,3.4,30,,,,,0,523.4
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1980.12,1980-12,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1980,12,,-14.061290322580644,31,-35,31,10,31,,52.4,31,9,,52.4,31,14,,,,0,993.9
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.1,1981-01,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,1,,-3.064516129032258,31,-21.5,31,14,31,,5.2,31,1,,5.2,31,12,,,,0,653
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.2,1981-02,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,2,,-4.427272727272728,11,-16.5,12,6,11,,12.5,11,2,,12.5,11,3,,,,0,246.7
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.3,1981-03,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,3,,0.932258064516129,31,-18.5,31,16,31,,10.4,31,2,,9.6,31,,,,,0,529.1
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.4,1981-04,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,4,,4.573333333333333,30,-16,30,23,30,,16.4,30,7,,1,30,0,,,,0,402.8
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.5,1981-05,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,5,,9.683333333333334,24,-2.5,26,25,26,,54.8,22,8,,0,31,,,,,0,199.6
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.6,1981-06,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,6,,11.783333333333333,24,1,24,26,24,,79,30,15,,0,30,0,,,,0,149.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.7,1981-07,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,7,,14.920833333333333,24,2,24,27.5,25,,140.3,31,12,,0,31,0,,,,1.8,75.7
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.8,1981-08,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,8,,17.503225806451614,31,5,31,31.5,31,,17.4,31,3,,0,31,0,,,,28.3,43.7
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.9,1981-09,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,9,,11.76,30,-3,30,34,30,,38.8,30,7,,0,30,0,,,,11.6,198.8
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.10,1981-10,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,10,,3.8241379310344827,29,-11.5,30,20,30,,36.1,31,7,,0,31,0,,,,0,411.1
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.11,1981-11,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,11,,0.8633333333333333,30,-14,30,18.5,30,,0,30,0,,0,30,0,,,,0,514.1
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1981.12,1981-12,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1981,12,,-9.37741935483871,31,-36,31,7.5,31,,17.3,31,6,,17.3,31,,,,,0,848.7
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.1,1982-01,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,1,,-22.596774193548388,31,-38.5,31,5.5,31,,69,31,12,,69,31,53,,,,0,1258.5
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.2,1982-02,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,2,,-13.682142857142857,28,-33,28,8.5,28,,28,28,8,,28,28,,,,,0,887.1
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.3,1982-03,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,3,,-7.196551724137931,29,-29,29,9,31,,58.8,31,10,,58.8,31,43,,,,0,730.7
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.4,1982-04,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,4,,0.27,30,-27,30,21,30,,3.6,30,1,,1.2,30,0,,,,0,531.9
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.5,1982-05,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,5,,9.290322580645162,31,-3.5,31,27.5,31,,38.4,31,6,,0,31,0,,,,0,270
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.6,1982-06,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,6,,14.76551724137931,29,1,30,29.5,29,,56.6,30,9,,0,30,0,,,,4.6,98.4
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.7,1982-07,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,7,,15.761290322580646,31,3.5,31,30,31,,235.6,31,17,,0,31,0,,,,6.8,76.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.8,1982-08,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,8,,13.290322580645162,31,3.5,31,27,31,,67.4,31,11,,0,31,0,,,,1.3,147.3
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.9,1982-09,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,9,,13.416666666666666,6,6,7,26,6,,41.4,6,2,,0,30,0,,,,0,27.5
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.10,1982-10,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,10,,6.088461538461538,26,-12,26,26,26,,9.5,26,2,,9.5,31,,,,,0,309.7
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.11,1982-11,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,11,,-8.532142857142857,28,-30,28,8,29,,13.5,30,3,,13.5,30,,,,,0,742.9
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1982.12,1982-12,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1982,12,,-7.05,26,-22,27,5,26,,3.5,27,3,,3.5,27,9,,,,0,651.3
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.1,1983-01,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,1,,-8.838709677419354,31,-31,31,8,31,,13.8,31,4,,13.8,31,19,,,,0,832
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.2,1983-02,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,2,,-6.378571428571429,28,-22,28,10.5,28,,15.6,28,2,,15.6,28,17,,,,0,682.6
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.3,1983-03,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,3,,-3.4931034482758623,29,-16,29,11.5,29,,29,31,8,,24.8,31,,,,,0,623.3
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.4,1983-04,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,4,,5.2178571428571425,28,-10,30,23,28,,44.2,30,8,,3.4,30,0,,,,0,357.9
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.5,1983-05,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,5,,10.341935483870968,31,-4,31,27.5,31,,17.1,31,7,,0,31,0,,,,0,237.4
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.6,1983-06,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,6,,13.003333333333334,30,0,30,27,30,,151.6,30,13,,0,30,0,,,,1.3,151.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.7,1983-07,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,7,,16.62,20,6,21,29,20,,91.6,20,9,,0,31,0,,,,4.6,32.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.8,1983-08,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,8,,16.358064516129033,31,1,31,32,31,,26.8,31,8,,0,31,0,,,,19,69.9
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.9,1983-09,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,9,,8.72,30,-8,30,26,30,,46.9,30,9,,0,30,0,,,,0.5,278.9
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.10,1983-10,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,10,,5.066666666666666,30,-6.5,31,20,30,,23,31,8,,10,31,,,,,0,388
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.11,1983-11,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,11,,-2.6266666666666665,30,-20.5,30,13,30,,16,30,8,,16,30,11,,,,0,618.8
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1983.12,1983-12,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1983,12,,-20.158333333333335,24,-38,26,4,26,,20,31,8,,20,31,23,,,,0,915.8
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.1,1984-01,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,1,,-6.367741935483871,31,-28.5,31,9.5,31,,49.9,31,14,,37,31,27,,,,0,755.4
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.2,1984-02,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,2,,-0.8482758620689655,29,-15,29,15.5,29,,2.8,29,1,,2.8,29,23,,,,0,546.6
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.3,1984-03,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,3,,0.275,20,-27.5,21,13.5,21,,4.6,21,1,,0,21,0,,,,0,354.5
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.4,1984-04,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,4,,6.864285714285714,14,-7,16,28,16,,1.4,26,1,,0,30,0,,,,0,155.9
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.5,1984-05,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,5,,9.165217391304347,23,-2.5,23,23,24,,95.8,31,12,,0,31,0,,,,0,203.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.6,1984-06,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,6,,13.223333333333333,30,0,30,26.5,30,,74.5,30,9,,0,30,0,,,,0.5,143.8
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.7,1984-07,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,7,,17.25263157894737,19,4,20,32.5,19,,9.6,20,4,,0,31,0,,,,17.4,31.6
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.8,1984-08,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,8,,16.54193548387097,31,-1.5,31,33,31,,44,31,9,,0,31,0,,,,25.4,70.6
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.9,1984-09,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,9,,7.644444444444445,27,-7.5,28,24,28,,191,30,12,,0,30,0,,,,0,279.6
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.10,1984-10,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,10,,1.2193548387096773,31,-29,31,27.5,31,,60.4,31,8,,48,31,25,,,,1.8,522
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.11,1984-11,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,11,,-8.636666666666667,30,-33,30,13,30,,17.5,30,6,,17.5,30,22,,,,0,799.1
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1984.12,1984-12,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1984,12,,-13.615384615384615,26,-38,30,9,27,,36,31,7,,36,31,32,,,,0,822
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1985.1,1985-01,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1985,1,,-7.787096774193548,31,-36,31,8,31,,4.5,31,2,,4.5,31,34,,,,0,799.4
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1985.2,1985-02,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1985,2,,-11.025,28,-36,28,13,28,,29,28,9,,25.5,28,34,,,,0,812.7
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1985.3,1985-03,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1985,3,,-2.0193548387096776,31,-19,31,13,31,,3.5,31,2,,3.5,31,0,,,,0,620.6
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1985.4,1985-04,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1985,4,,4.607692307692307,26,-8,28,21,27,,14.8,30,3,,35,30,0,,,,0,348.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1985.5,1985-05,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1985,5,,11.374193548387098,31,-4,31,28,31,,36.3,31,6,,0,31,0,,,,0,205.4
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1985.6,1985-06,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1985,6,,12.708333333333334,12,-1,12,26.5,13,,21.8,13,2,,0,30,0,,,,0,63.5
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1985.7,1985-07,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1985,7,,16.741935483870968,31,4,31,31.5,31,,83.7,31,8,,0,31,0,,,,18.8,57.8
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1985.8,1985-08,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1985,8,,13.548387096774194,31,1,31,29,31,,114.5,31,14,,0,31,0,,,,6.8,144.8
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1985.9,1985-09,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1985,9,,7.33,30,-8,30,20.5,30,,112.9,30,14,,0,30,0,,,,0,320.1
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1985.10,1985-10,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1985,10,,4.066666666666666,27,-9,29,19.5,28,,19.9,31,5,,7,31,,,,,0,376.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1985.11,1985-11,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1985,11,,-13.66,30,-36,30,12.5,30,,6,30,3,,6,30,,,,,0,949.8
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.1,1986-01,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,1,,-3.8,21,-17,21,8,22,,5,22,3,,5,22,,,,,0,457.8
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.2,1986-02,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,2,,-10.582142857142857,28,-37,28,13.5,28,,16.6,28,7,,14.6,28,0,,,,0,800.3
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.3,1986-03,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,3,,1.0666666666666667,27,-14,28,17.5,27,,30.1,27,7,,23.5,27,,,,,0,457.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.4,1986-04,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,4,,3.62,30,-13,30,24,30,,58.3,30,12,,0,30,0,,,,0,431.4
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.5,1986-05,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,5,,10.296774193548387,31,-5,31,31,31,,58.5,31,6,,35,31,0,,,,10.1,248.9
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.6,1986-06,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,6,,13.72,30,0,30,28,30,,74.2,30,11,,0,30,0,,,,3,131.4
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.7,1986-07,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,7,,14.332,25,6,25,29,25,,290.4,29,18,,0,31,0,,,,1.5,93.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.8,1986-08,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,8,,15.438709677419356,31,1,31,29,31,,42.6,31,9,,0,31,0,,,,6.1,85.5
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.9,1986-09,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,9,,7.626666666666667,30,-3,30,20,30,,123.2,30,13,,0,30,0,,,,0,311.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.10,1986-10,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,10,,7.132258064516129,31,-13.5,31,23,31,,29.6,31,6,,0,31,0,,,,0,336.9
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.11,1986-11,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,11,,-7.714814814814815,27,-31,27,13,27,,22.1,30,7,,22.1,30,,,,,0,694.3
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1986.12,1986-12,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1986,12,,-5.660869565217391,23,-22,24,6,23,,4,26,1,,4,26,6,,,,0,544.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.1,1987-01,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,1,,-3.7806451612903227,31,-19,31,12,31,,4,31,2,,4,31,5,,,,0,675.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.2,1987-02,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,2,,-5.869230769230769,13,-19,14,12.5,13,,4,14,3,,4,14,,,,,0,310.3
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.3,1987-03,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,3,,-3.9935483870967743,31,-22,31,16,31,,26.5,31,6,,16.5,31,9,,,,0,681.8
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.4,1987-04,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,4,,7.166666666666667,27,-8,27,28,28,,9.7,30,4,,0,30,0,,,,0,292.5
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.5,1987-05,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,5,,10.074074074074074,27,-5.5,27,30,28,,74.7,31,10,,20,31,0,,,,0,214
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.6,1987-06,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,6,,15.096666666666666,30,0,30,28,30,,73.4,30,12,,0,30,0,,,,3.8,90.9
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.7,1987-07,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,7,,15.916129032258064,31,3,31,30,31,,133.1,31,16,,0,31,0,,,,23.6,88.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.8,1987-08,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,8,,12.348387096774193,31,2,31,25.5,31,,121.4,30,12,,0,31,0,,,,0,175.2
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.9,1987-09,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,9,,12.773333333333333,30,-2,30,28.5,30,,23.6,30,5,,0,30,0,,,,0.3,157.1
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.10,1987-10,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,10,,5.835714285714285,28,-7,28,28.5,29,,8,31,2,,0,31,0,,,,0,340.6
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.11,1987-11,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,11,,0.8666666666666667,30,-15,30,14,30,,6.6,30,2,,0,30,0,,,,0,514
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1987.12,1987-12,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1987,12,,-4.696153846153846,26,-23,28,12,28,,13,31,4,,12,31,,,,,0,590.1
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1988.1,1988-01,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1988,1,,-10.961290322580645,31,-32,31,6,31,,5,31,3,,5,31,,,,,0,897.8
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1988.2,1988-02,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1988,2,,-6.606896551724138,29,-34,29,16,29,,27,29,5,,27,29,,,,,0,713.6
-114.46666666666667,53.11666666666667,53.117,-114.467,BRETON TOWN,3010817,1826.1988.3,1988-03,2014-07-31 11:49:21,AB,ALBERTA,ALBERTA,1988,3,,1.7161290322580645,31,-13,31,18,31,,16.4,31,4,,14,31,,,,,0,504.8
